"","statistic","pval","fdr","df.test","df.rna.full","df.rna.red","logFC","Insert","TEinsertID1","TEinsertID2","species","TEfamily","frame","length"
"13",26.0331541382011,3.35604359667704e-07,3.1906427073388e-06,1,3,2,-0.838988921777625,"MER11C-F1-236bp_347-582","MER11C-F1-236bp","347-582","ancient","MER11C","F1","236bp"
"14",65.3082759732902,6.40517911524694e-16,1.58781522276323e-14,1,3,2,-1.1876279089849,"MER11C-F2-250bp_583-832","MER11C-F2-250bp","583-832","ancient","MER11C","F2","250bp"
"15",45.1958958956027,1.78278301825248e-11,2.89445192083632e-10,1,3,2,-1.26239317538129,"MER11C_F1_236bp_347_582.speciesSeq","MER11C_F1_236bp","347_582.speciesSeq","ancient","MER11C","F1","236bp"
"16",17.1192977798648,3.51038077593451e-05,0.000230998075703234,1,3,2,-0.665690629243551,"MER11C_F1_236bp_347_582.speciesSeq_withInDel","MER11C_F1_236bp","347_582.speciesSeq_withInDel","ancient","MER11C","F1","236bp"
"17",16.3560296770861,5.24889019470923e-05,0.000330473151038384,1,3,2,-0.804116257706924,"MER11C_F2_250bp_583_832.speciesSeq","MER11C_F2_250bp","583_832.speciesSeq","ancient","MER11C","F2","250bp"
"18",9.7578629389177,0.00178557354487749,0.00745890115866955,1,3,2,0.47944312140087,"MER34-F1-242bp_97-320","MER34-F1-242bp","97-320","ancient","MER34","F1","242bp"
"19",0.016549833863678,0.897637641263431,0.946424295751709,1,3,2,0.0522042975542958,"MER34A-F1-253bp_97-349","MER34A-F1-253bp","97-349","ancient","MER34A","F1","253bp"
"20",0.29112812355379,0.58949850757855,0.726441661401702,1,3,2,0.137274340363469,"MER34A1-F1-260bp_97-356","MER34A1-F1-260bp","97-356","ancient","MER34A1","F1","260bp"
"21",2.16542927593594,0.141145202137219,0.26056248330522,1,3,2,0.4844655074273,"MER34A1_F1_260bp_97_356.speciesSeq","MER34A1_F1_260bp","97_356.speciesSeq","ancient","MER34A1","F1","260bp"
"22",0.726113041205821,0.394146011926473,0.548226372337893,1,3,2,0.34826180593793,"MER34A_F1_253bp_97_349.speciesSeq","MER34A_F1_253bp","97_349.speciesSeq","ancient","MER34A","F1","253bp"
"23",5.78622089495298,0.0161522755259301,0.0475240290894904,1,3,2,-0.514247762667739,"MER34B-F1-257bp_82-338","MER34B-F1-257bp","82-338","ancient","MER34B","F1","257bp"
"24",2.80113650800286,0.0941975149368683,0.192079331994295,1,3,2,0.385387835661875,"MER34B_F1_257bp_82_338.speciesSeq","MER34B_F1_257bp","82_338.speciesSeq","ancient","MER34B","F1","257bp"
"25",36.4845625226264,1.53880168538275e-09,2.01085422443132e-08,1,3,2,-1.11300193496184,"MER34C-F1-246bp_96-341","MER34C-F1-246bp","96-341","ancient","MER34C","F1","246bp"
"26",4.19562833310127,0.0405283316073693,0.0995909246437041,1,3,2,-1.12827482084224,"MER34C2-F1-232bp_132-363","MER34C2-F1-232bp","132-363","ancient","MER34C2","F1","232bp"
"27",5.05369528996465,0.0245734770631236,0.0666472026242315,1,3,2,-1.27816990166877,"MER34C2_F1_232bp_132_363.speciesSeq_withInDel","MER34C2_F1_232bp","132_363.speciesSeq_withInDel","ancient","MER34C2","F1","232bp"
"28",9.2358752240134,0.00237318940221956,0.00947051964955905,1,3,2,-0.550634029267855,"MER34C_-F1-246bp_132-377","MER34C_-F1-246bp","132-377","ancient","MER34C_","F1","246bp"
"29",21.0493861719717,4.47596220033498e-06,3.49978628379482e-05,1,3,2,-1.22917481957845,"MER34C_F1_246bp_96_341.speciesSeq","MER34C_F1_246bp","96_341.speciesSeq","ancient","MER34C","F1","246bp"
"30",0.044858953302878,0.832263596561746,0.904828570746484,1,3,2,-0.0894019852068069,"MER34C_F1_246bp_96_341.speciesSeq_withInDel","MER34C_F1_246bp","96_341.speciesSeq_withInDel","ancient","MER34C","F1","246bp"
"31",9.86541805830359,0.00168414404009222,0.00709407769766463,1,3,2,-0.790278482254376,"MER34C__F1_246bp_132_377.speciesSeq","MER34C__F1_246bp","132_377.speciesSeq","ancient","MER34C_","F1","246bp"
"32",15.2715228876978,9.31096865166577e-05,0.000548973654013194,1,3,2,-0.628049156603581,"MER34C__F1_246bp_132_377.speciesSeq_withInDel","MER34C__F1_246bp","132_377.speciesSeq_withInDel","ancient","MER34C_","F1","246bp"
"33",0.000673009170384375,0.979303264924027,0.997243946964223,1,3,2,-0.00579222746103334,"MER34D-F1-253bp_97-349","MER34D-F1-253bp","97-349","ancient","MER34D","F1","253bp"
"34",1.51063246380534,0.219042603371938,0.362466733028248,1,3,2,0.302032096047013,"MER34D_F1_253bp_97_349.speciesSeq","MER34D_F1_253bp","97_349.speciesSeq","ancient","MER34D","F1","253bp"
"35",1.92303272665811,0.165522719581545,0.293965659701656,1,3,2,0.27976365204281,"MER34_F1_224bp_97_320.speciesSeq","MER34_F1_224bp","97_320.speciesSeq","ancient","MER34","F1","224bp"
"36",4.53568636820796,0.0331951423371098,0.0849667211032392,1,3,2,-0.348653782169441,"MER52A-F1-259bp_60-318","MER52A-F1-259bp","60-318","ancient","MER52A","F1","259bp"
"37",5.02870415585468,0.0249305449126846,0.0674713085310052,1,3,2,0.737173464921968,"MER52A-F2-249bp_225-473","MER52A-F2-249bp","225-473","ancient","MER52A","F2","249bp"
"38",6.33792677378369,0.011818293869792,0.0368481402071289,1,3,2,-0.35777187133798,"MER52A_F1_259bp_60_318.speciesSeq","MER52A_F1_259bp","60_318.speciesSeq","ancient","MER52A","F1","259bp"
"39",13.1246853389675,0.000291430299947203,0.0015293415013659,1,3,2,-0.176752792664296,"MER52A_F1_259bp_60_318.speciesSeq_withInDel","MER52A_F1_259bp","60_318.speciesSeq_withInDel","ancient","MER52A","F1","259bp"
"40",39.9141266654005,2.65376931936116e-10,3.81614325759909e-09,1,3,2,0.282663612169143,"MER52A_F2_249bp_225_473.speciesSeq_withInDel","MER52A_F2_249bp","225_473.speciesSeq_withInDel","ancient","MER52A","F2","249bp"
"41",25.5853289211336,4.23245216201305e-07,3.9404034730311e-06,1,3,2,-0.488635438732554,"MER52C-F1-241bp_42-282","MER52C-F1-241bp","42-282","ancient","MER52C","F1","241bp"
"42",0.56846328283882,0.450870213794281,0.602733872991501,1,3,2,-0.0613498520337109,"MER52C-F2-238bp_356-593_492c","MER52C-F2-238bp","356-593_492c","ancient","MER52C","F2","238bp"
"43",1.81545231501241,0.177855555110397,0.310555394746486,1,3,2,0.0960709038946964,"MER52C-F2-238bp_356-593_492t","MER52C-F2-238bp","356-593_492t","ancient","MER52C","F2","238bp"
"44",6.51902934174905,0.0106726236785194,0.0338220962939378,1,3,2,-0.192179231816234,"MER52C_F2_238bp_356_593.speciesSeq","MER52C_F2_238bp","356_593.speciesSeq","ancient","MER52C","F2","238bp"
"45",2.20589700969686,0.13748390096341,0.255363972611272,1,3,2,-0.0883526867601893,"MER52C_F2_238bp_356_593.speciesSeq_withInDel","MER52C_F2_238bp","356_593.speciesSeq_withInDel","ancient","MER52C","F2","238bp"
"46",0.296092382455754,0.586342580390455,0.72354932441227,1,3,2,-0.0341391500704721,"MER52D_F2_230bp_553_782.speciesSeq","MER52D_F2_230bp","553_782.speciesSeq","ancient","MER52D","F2","230bp"
"47",48.4310997481716,3.42099596728001e-12,6.02537879327186e-11,1,3,2,0.396548027576573,"MER52D_F2_230bp_553_782.speciesSeq_withInDel","MER52D_F2_230bp","553_782.speciesSeq_withInDel","ancient","MER52D","F2","230bp"
"48",0.629313294857639,0.427607313752527,0.581379328267495,1,3,2,-0.0539769134736431,"ctrl_2xHAR.113__chr21:35467082-35467253_","ctrl_2xHAR.113__chr21:35467082-35467253_",NA,"positive","positive",NA,NA
"49",15.4180448517184,8.61615884106934e-05,0.000513694132632596,1,3,2,-0.769139306558914,"ctrl_controls_seq13__chr11:16424668-16424838_","ctrl_controls_seq13__chr11:16424668-16424838_",NA,"positive","positive",NA,NA
"50",28.8964794026597,7.63515622916637e-08,7.98063623727025e-07,1,3,2,-0.389953350450419,"ctrl_controls_seq153__chr9:110512104-110512274_","ctrl_controls_seq153__chr9:110512104-110512274_",NA,"positive","positive",NA,NA
"51",10.9510657905812,0.000935497896075651,0.00427094132927996,1,3,2,-0.24677070840527,"ctrl_controls_seq15__chr11:65255113-65255283_","ctrl_controls_seq15__chr11:65255113-65255283_",NA,"positive","positive",NA,NA
"52",0.21804518405952,0.640533443675957,0.766250357678909,1,3,2,-0.0308108529906426,"ctrl_controls_seq16__chr11:110001491-110001661_","ctrl_controls_seq16__chr11:110001491-110001661_",NA,"positive","positive",NA,NA
"53",27.9916772098095,1.21838344642927e-07,1.2346632496488e-06,1,3,2,-0.337284466851879,"ctrl_controls_seq81__chr6:163277965-163278135_","ctrl_controls_seq81__chr6:163277965-163278135_",NA,"positive","positive",NA,NA
"54",22.0742585600055,2.62303699745561e-06,2.14825849272714e-05,1,3,2,0.324116271785278,"ctrl_controls_seq98__chr9:82226038-82226208_","ctrl_controls_seq98__chr9:82226038-82226208_",NA,"positive","positive",NA,NA
"55",472.685173530761,8.3456242659632e-105,1.26011339484893e-101,1,3,2,-1.64189243905606,"ctrl_seq1011__chr21:37472294-37472464_","ctrl_seq1011__chr21:37472294-37472464_",NA,"positive","positive",NA,NA
"56",47.3526718662688,5.92972372196979e-12,1.01847757288724e-10,1,3,2,-0.264822983314721,"ctrl_seq1029__chr22:32146097-32146267_","ctrl_seq1029__chr22:32146097-32146267_",NA,"positive","positive",NA,NA
"57",122.172422600155,2.11623638632388e-28,1.24199894489235e-26,1,3,2,-0.872203717384485,"ctrl_seq1093__chr3:113873404-113873574_","ctrl_seq1093__chr3:113873404-113873574_",NA,"positive","positive",NA,NA
"58",865.648206942209,2.88170363611267e-190,4.78622156921954e-186,1,3,2,-1.32213047936867,"ctrl_seq10__chr1:7669064-7669234_","ctrl_seq10__chr1:7669064-7669234_",NA,"positive","positive",NA,NA
"59",69.6142927940073,7.21124530594428e-17,1.91328391831356e-15,1,3,2,-0.891048594818556,"ctrl_seq1111__chr3:173950555-173950725_","ctrl_seq1111__chr3:173950555-173950725_",NA,"positive","positive",NA,NA
"60",204.970315758855,1.7189468864051e-46,2.88383725619214e-44,1,3,2,-1.75051296009057,"ctrl_seq1150__chr4:68989351-68989521_","ctrl_seq1150__chr4:68989351-68989521_",NA,"positive","positive",NA,NA
"61",21.7525687930611,3.10174276534187e-06,2.49883782844809e-05,1,3,2,-0.453328002314187,"ctrl_seq1152__chr4:76630601-76630771_","ctrl_seq1152__chr4:76630601-76630771_",NA,"positive","positive",NA,NA
"62",3.3514123457544,0.0671473784098168,0.14736400740072,1,3,2,0.221671287098877,"ctrl_seq1157__chr4:79473653-79473823_","ctrl_seq1157__chr4:79473653-79473823_",NA,"positive","positive",NA,NA
"63",615.674143549913,6.52560003888802e-136,2.16767382091782e-132,1,3,2,-1.79648049015328,"ctrl_seq1185__chr4:152405952-152406122_","ctrl_seq1185__chr4:152405952-152406122_",NA,"positive","positive",NA,NA
"64",70.4351396941456,4.75650704284222e-17,1.27010973431779e-15,1,3,2,-0.951432974147217,"ctrl_seq118__chr1:162199971-162200141_","ctrl_seq118__chr1:162199971-162200141_",NA,"positive","positive",NA,NA
"65",23.691443337266,1.13084207757768e-06,9.82330338205423e-06,1,3,2,-0.855413190794066,"ctrl_seq1195__chr4:180386637-180386807_","ctrl_seq1195__chr4:180386637-180386807_",NA,"positive","positive",NA,NA
"66",60.9842161853339,5.75342377173343e-15,1.31442387104155e-13,1,3,2,-0.46109479473701,"ctrl_seq1205__chr5:1515005-1515175_","ctrl_seq1205__chr5:1515005-1515175_",NA,"positive","positive",NA,NA
"67",78.4895052680586,8.04243697979081e-19,2.43309354822123e-17,1,3,2,-0.682014566766076,"ctrl_seq1273__chr5:138609694-138609864_","ctrl_seq1273__chr5:138609694-138609864_",NA,"positive","positive",NA,NA
"68",102.633358569156,4.03285001561708e-24,1.75804739919643e-22,1,3,2,-1.59624540873461,"ctrl_seq1288__chr5:159904616-159904786_","ctrl_seq1288__chr5:159904616-159904786_",NA,"positive","positive",NA,NA
"69",129.621377060887,4.95894340551161e-30,3.16781119315932e-28,1,3,2,-0.619938616793186,"ctrl_seq1306__chr6:11650631-11650801_","ctrl_seq1306__chr6:11650631-11650801_",NA,"positive","positive",NA,NA
"70",7.22696794266813,0.00718164005597802,0.0244225756940497,1,3,2,-0.233383273851247,"ctrl_seq1344__chr6:90529441-90529611_","ctrl_seq1344__chr6:90529441-90529611_",NA,"positive","positive",NA,NA
"71",172.664392395902,1.93759237301398e-39,2.21941184299236e-37,1,3,2,-0.84422947158347,"ctrl_seq1360__chr6:131831390-131831560_","ctrl_seq1360__chr6:131831390-131831560_",NA,"positive","positive",NA,NA
"72",12.7993060532444,0.000346747947229324,0.00178411916218459,1,3,2,-0.230055043478073,"ctrl_seq1402__chr7:20369347-20369517_","ctrl_seq1402__chr7:20369347-20369517_",NA,"positive","positive",NA,NA
"73",116.379778856888,3.92462958754404e-27,2.13020172612807e-25,1,3,2,-1.04362371152371,"ctrl_seq1421__chr7:52609095-52609265_","ctrl_seq1421__chr7:52609095-52609265_",NA,"positive","positive",NA,NA
"74",15.3044242679516,9.15019549456817e-05,0.000540838423378231,1,3,2,-0.26090487382466,"ctrl_seq1434__chr7:76302789-76302959_","ctrl_seq1434__chr7:76302789-76302959_",NA,"positive","positive",NA,NA
"75",9.51853512609523,0.00203406884590133,0.00831500109809874,1,3,2,0.230392831451209,"ctrl_seq1493__chr8:32987010-32987180_","ctrl_seq1493__chr8:32987010-32987180_",NA,"positive","positive",NA,NA
"76",177.383195646899,1.8063318561798e-40,2.17401201444133e-38,1,3,2,-1.50486969816928,"ctrl_seq1546__chr9:26746782-26746952_","ctrl_seq1546__chr9:26746782-26746952_",NA,"positive","positive",NA,NA
"77",9.93085695587797,0.00162530847509799,0.0068758911010959,1,3,2,-0.185368271951816,"ctrl_seq1549__chr9:33290353-33290523_","ctrl_seq1549__chr9:33290353-33290523_",NA,"positive","positive",NA,NA
"78",135.544023485487,2.51039531342422e-31,1.79720498968374e-29,1,3,2,-0.908591914028583,"ctrl_seq1556__chr9:71487184-71487354_","ctrl_seq1556__chr9:71487184-71487354_",NA,"positive","positive",NA,NA
"79",116.555655431279,3.59157593170776e-27,1.95581916884374e-25,1,3,2,-0.916919381661852,"ctrl_seq1563__chr9:75295558-75295728_","ctrl_seq1563__chr9:75295558-75295728_",NA,"positive","positive",NA,NA
"80",242.782283228895,9.72876793922519e-55,2.34181314061726e-52,1,3,2,-0.732700324512667,"ctrl_seq1617__chrX:71272535-71272705_","ctrl_seq1617__chrX:71272535-71272705_",NA,"positive","positive",NA,NA
"81",38.0779809551032,6.79728985365564e-10,9.27659713881401e-09,1,3,2,-0.474345059654331,"ctrl_seq1623__chr1:9774468-9774638_","ctrl_seq1623__chr1:9774468-9774638_",NA,"positive","positive",NA,NA
"82",129.125241142565,6.36713470270612e-30,4.03632596478038e-28,1,3,2,-1.36097932832555,"ctrl_seq168__chr1:244978973-244979143_","ctrl_seq168__chr1:244978973-244979143_",NA,"positive","positive",NA,NA
"83",40.9299950636305,1.57780834962847e-10,2.32733737823972e-09,1,3,2,-0.426327231820562,"ctrl_seq1742__chr13:87534562-87534732_","ctrl_seq1742__chr13:87534562-87534732_",NA,"positive","positive",NA,NA
"84",29.662362736879,5.14236191829691e-08,5.50673688594412e-07,1,3,2,-0.358242948325517,"ctrl_seq180__chr10:33247228-33247398_","ctrl_seq180__chr10:33247228-33247398_",NA,"positive","positive",NA,NA
"85",61.8648015584986,3.67866778208041e-15,8.60549199895402e-14,1,3,2,-0.878171544487568,"ctrl_seq184__chr10:51039483-51039653_","ctrl_seq184__chr10:51039483-51039653_",NA,"positive","positive",NA,NA
"86",56.2850751056721,6.26894795612773e-14,1.28385889769822e-12,1,3,2,-0.4144677151996,"ctrl_seq1871__chr2:212631545-212631715_","ctrl_seq1871__chr2:212631545-212631715_",NA,"positive","positive",NA,NA
"87",1.35248401944682,0.2448443262149,0.392704011146562,1,3,2,-0.097018426748583,"ctrl_seq2051__chr9:108414177-108414347_","ctrl_seq2051__chr9:108414177-108414347_",NA,"positive","positive",NA,NA
"88",7.16437247719023,0.00743657012290112,0.0251453569159741,1,3,2,0.191600824901474,"ctrl_seq2072__chr1:38648860-38649030_","ctrl_seq2072__chr1:38648860-38649030_",NA,"positive","positive",NA,NA
"89",17.750019173518,2.51914954628869e-05,0.000171407434716546,1,3,2,-0.268636117781465,"ctrl_seq2137__chr6:98864774-98864944_","ctrl_seq2137__chr6:98864774-98864944_",NA,"positive","positive",NA,NA
"90",0.279943865580208,0.59673801156981,0.731837166347088,1,3,2,-0.0380943715827778,"ctrl_seq2143__chr6:99151334-99151504_","ctrl_seq2143__chr6:99151334-99151504_",NA,"positive","positive",NA,NA
"91",14.510621559205,0.000139371504567937,0.000791121435191002,1,3,2,-0.539995322302735,"ctrl_seq2159__chr3:181433881-181434051_","ctrl_seq2159__chr3:181433881-181434051_",NA,"positive","positive",NA,NA
"92",0.0202525706972665,0.886833942021903,0.940073233045191,1,3,2,-0.00795334948205122,"ctrl_seq2178__chr1:3591357-3591527_","ctrl_seq2178__chr1:3591357-3591527_",NA,"positive","positive",NA,NA
"93",95.8615846170396,1.23202975993805e-22,4.83753718269765e-21,1,3,2,-0.580980980554222,"ctrl_seq2195__chr1:18624880-18625050_","ctrl_seq2195__chr1:18624880-18625050_",NA,"positive","positive",NA,NA
"94",8.9100462893839,0.00283606076621353,0.0110417565086827,1,3,2,-0.18032786584653,"ctrl_seq2201__chr1:18807299-18807469_","ctrl_seq2201__chr1:18807299-18807469_",NA,"positive","positive",NA,NA
"95",10.9123797331542,0.000955237342814565,0.00434672247309784,1,3,2,-0.441867895903005,"ctrl_seq2205__chr1:40420632-40420802_","ctrl_seq2205__chr1:40420632-40420802_",NA,"positive","positive",NA,NA
"96",53.4051112832949,2.71389819415246e-13,5.27194562651207e-12,1,3,2,-0.716804358804765,"ctrl_seq2206__chr1:40442529-40442699_","ctrl_seq2206__chr1:40442529-40442699_",NA,"positive","positive",NA,NA
"97",0.0657945865059446,0.797561264034381,0.880764297496478,1,3,2,0.0120666249214398,"ctrl_seq2211__chr1:55505099-55505269_","ctrl_seq2211__chr1:55505099-55505269_",NA,"positive","positive",NA,NA
"98",9.13428949603258,0.00250862862487231,0.00993614285396488,1,3,2,-0.152294985702534,"ctrl_seq2231__chr10:74014932-74015102_","ctrl_seq2231__chr10:74014932-74015102_",NA,"positive","positive",NA,NA
"99",28.3993815773938,9.8696831857096e-08,1.01501899709877e-06,1,3,2,-0.175299817713979,"ctrl_seq2232__chr10:74020532-74020702_","ctrl_seq2232__chr10:74020532-74020702_",NA,"positive","positive",NA,NA
"100",0.0245912185819179,0.875389961382445,0.93324854559209,1,3,2,0.00801585412765214,"ctrl_seq2233__chr10:74032638-74032808_","ctrl_seq2233__chr10:74032638-74032808_",NA,"positive","positive",NA,NA
"101",73.8544012422535,8.40966895387432e-18,2.3754454363078e-16,1,3,2,-0.354216564698953,"ctrl_seq2235__chr10:74057828-74057998_","ctrl_seq2235__chr10:74057828-74057998_",NA,"positive","positive",NA,NA
"102",5.14076779997686,0.0233703101009012,0.0640841143248915,1,3,2,-0.209792649221108,"ctrl_seq2279__chr22:36727609-36727779_","ctrl_seq2279__chr22:36727609-36727779_",NA,"positive","positive",NA,NA
"103",56.8110624549336,4.79759920939348e-14,9.93557671681001e-13,1,3,2,-0.338044810902478,"ctrl_seq266__chr11:20178226-20178396_","ctrl_seq266__chr11:20178226-20178396_",NA,"positive","positive",NA,NA
"104",5.77379326130358,0.0162668855850444,0.0478307258930624,1,3,2,-0.130846104262893,"ctrl_seq291__chr11:57261067-57261237_","ctrl_seq291__chr11:57261067-57261237_",NA,"positive","positive",NA,NA
"105",94.6286540675455,2.29669586152958e-22,8.91257513180954e-21,1,3,2,-0.97098934562615,"ctrl_seq342__chr12:4134728-4134898_","ctrl_seq342__chr12:4134728-4134898_",NA,"positive","positive",NA,NA
"106",16.7969576325154,4.15999441696031e-05,0.000268950359172027,1,3,2,-0.477870403207075,"ctrl_seq354__chr12:13902497-13902667_","ctrl_seq354__chr12:13902497-13902667_",NA,"positive","positive",NA,NA
"107",25.2675481554907,4.99034659825213e-07,4.60214695449027e-06,1,3,2,-0.60035990469022,"ctrl_seq359__chr12:30037968-30038138_","ctrl_seq359__chr12:30037968-30038138_",NA,"positive","positive",NA,NA
"108",22.6174898033642,1.97676884048234e-06,1.65068645910363e-05,1,3,2,-0.300700948475233,"ctrl_seq35__chr1:23128273-23128443_","ctrl_seq35__chr1:23128273-23128443_",NA,"positive","positive",NA,NA
"109",30.3324613106597,3.63983225871087e-08,4.02757987907587e-07,1,3,2,-0.352216900252974,"ctrl_seq380__chr12:52257878-52258048_","ctrl_seq380__chr12:52257878-52258048_",NA,"positive","positive",NA,NA
"110",1.35098798201307,0.245105470715663,0.392911568682216,1,3,2,0.0806710179373998,"ctrl_seq403__chr12:97669198-97669368_","ctrl_seq403__chr12:97669198-97669368_",NA,"positive","positive",NA,NA
"111",23.8683469745438,1.03154020007498e-06,9.01729009633962e-06,1,3,2,-0.481945433240964,"ctrl_seq40__chr1:23885912-23886082_","ctrl_seq40__chr1:23885912-23886082_",NA,"positive","positive",NA,NA
"112",33.3776008176592,7.58930424773879e-09,9.22097690202586e-08,1,3,2,-0.305996436800399,"ctrl_seq45__chr1:27339474-27339644_","ctrl_seq45__chr1:27339474-27339644_",NA,"positive","positive",NA,NA
"113",133.109109656491,8.55769277559864e-31,5.77783411828934e-29,1,3,2,-1.78838936580524,"ctrl_seq463__chr13:78427985-78428155_","ctrl_seq463__chr13:78427985-78428155_",NA,"positive","positive",NA,NA
"114",50.45291498598,1.22058372622671e-12,2.23267347014311e-11,1,3,2,-0.718190546273486,"ctrl_seq467__chr13:96947610-96947780_","ctrl_seq467__chr13:96947610-96947780_",NA,"positive","positive",NA,NA
"115",0.182415016370214,0.669305975938078,0.790259592035727,1,3,2,0.0192287082393294,"ctrl_seq520__chr14:100029617-100029787_","ctrl_seq520__chr14:100029617-100029787_",NA,"positive","positive",NA,NA
"116",377.549749385664,4.25034114346698e-84,2.82375664207372e-81,1,3,2,-1.07978462556684,"ctrl_seq534__chr15:35312720-35312890_","ctrl_seq534__chr15:35312720-35312890_",NA,"positive","positive",NA,NA
"117",156.330700224884,7.16807811896597e-36,6.43538429610302e-34,1,3,2,-0.81899307531393,"ctrl_seq549__chr15:60289485-60289655_","ctrl_seq549__chr15:60289485-60289655_",NA,"positive","positive",NA,NA
"118",117.104047111799,2.72396034774644e-27,1.48823215183291e-25,1,3,2,-0.54075925560555,"ctrl_seq551__chr15:60296239-60296409_","ctrl_seq551__chr15:60296239-60296409_",NA,"positive","positive",NA,NA
"119",100.042852396212,1.49135162328192e-23,6.30276313259272e-22,1,3,2,-0.768345690256579,"ctrl_seq552__chr15:60298554-60298724_","ctrl_seq552__chr15:60298554-60298724_",NA,"positive","positive",NA,NA
"120",2.77421133336793,0.0957938307166799,0.194527415866651,1,3,2,-0.126057018053179,"ctrl_seq580__chr15:89536311-89536481_","ctrl_seq580__chr15:89536311-89536481_",NA,"positive","positive",NA,NA
"121",1.00501153095047,0.316100895096947,0.469683285620433,1,3,2,0.148685570505294,"ctrl_seq63__chr1:43432875-43433045_","ctrl_seq63__chr1:43432875-43433045_",NA,"positive","positive",NA,NA
"122",22.9270316939419,1.68268797362915e-06,1.41651112792735e-05,1,3,2,-0.475803608281816,"ctrl_seq651__chr16:87887325-87887495_","ctrl_seq651__chr16:87887325-87887495_",NA,"positive","positive",NA,NA
"123",1.17327894002165,0.27872852955244,0.430571188251692,1,3,2,0.133119414588171,"ctrl_seq672__chr17:32906238-32906408_","ctrl_seq672__chr17:32906238-32906408_",NA,"positive","positive",NA,NA
"124",28.6791592793306,8.54180552672204e-08,8.86138963106348e-07,1,3,2,-0.326839486152074,"ctrl_seq688__chr17:46133154-46133324_","ctrl_seq688__chr17:46133154-46133324_",NA,"positive","positive",NA,NA
"125",52.5925876954952,4.10435349452855e-13,7.844557789485e-12,1,3,2,-0.479879948913125,"ctrl_seq701__chr17:67410783-67410953_","ctrl_seq701__chr17:67410783-67410953_",NA,"positive","positive",NA,NA
"126",48.7334294760567,2.93225551749046e-12,5.21432889614551e-11,1,3,2,-0.472242820780288,"ctrl_seq776__chr19:3968792-3968962_","ctrl_seq776__chr19:3968792-3968962_",NA,"positive","positive",NA,NA
"127",10.62756016821,0.00111414613593617,0.00496374816839157,1,3,2,-0.163872837098146,"ctrl_seq7__chr1:3713054-3713224_","ctrl_seq7__chr1:3713054-3713224_",NA,"positive","positive",NA,NA
"128",2.4808504266926,0.115239927230467,0.223131260360321,1,3,2,-0.695445826163703,"ctrl_seq802__chr19:48902022-48902192_","ctrl_seq802__chr19:48902022-48902192_",NA,"positive","positive",NA,NA
"129",18.9270883789959,1.35810502412744e-05,9.72693675969495e-05,1,3,2,-0.333497955633708,"ctrl_seq803__chr19:48903339-48903509_","ctrl_seq803__chr19:48903339-48903509_",NA,"positive","positive",NA,NA
