"","iPSC","NPC"
"ctrl_seq180__chr10:33247228-33247398_",12.6375513782066,9.15838030508416
"ctrl_seq184__chr10:51039483-51039653_",9.23278767109835,4.10819717102956
"ctrl_seq1871__chr2:212631545-212631715_",15.6981353555786,8.85176206048218
"ctrl_seq2051__chr9:108414177-108414347_",5.03317930808096,4.82002639904237
"ctrl_seq2072__chr1:38648860-38649030_",1.94396775730894,1.82303309950215
"ctrl_seq2137__chr6:98864774-98864944_",18.6310109029133,14.301842512825
"ctrl_seq2143__chr6:99151334-99151504_",18.345131515532,15.3317113377367
"ctrl_seq2159__chr3:181433881-181434051_",35.7280039792209,17.1951629539273
"ctrl_seq2178__chr1:3591357-3591527_",1.56327521775368,1.4590272046871
"ctrl_seq2195__chr1:18624880-18625050_",13.7002121964941,6.44197944103847
"ctrl_seq2201__chr1:18807299-18807469_",16.0772016845677,13.6140835210009
"ctrl_seq2205__chr1:40420632-40420802_",5.26254451105829,3.34943104734049
"ctrl_seq2206__chr1:40442529-40442699_",4.7454004133629,2.35984957543367
"ctrl_seq2211__chr1:55505099-55505269_",1.17156437783886,1.11283480149154
"ctrl_seq2231__chr10:74014932-74015102_",3.2189631369278,2.77800088575293
"ctrl_seq2232__chr10:74020532-74020702_",15.890009384639,12.0292620242073
"ctrl_seq2233__chr10:74032638-74032808_",10.4682570843523,9.39687210480022
"ctrl_seq2235__chr10:74057828-74057998_",5.88787871488314,4.4194134833684
"ctrl_seq2279__chr22:36727609-36727779_",2.15201020630665,1.83620394492943
"ctrl_seq266__chr11:20178226-20178396_",11.3984893264193,7.66492544854162
"ctrl_seq291__chr11:57261067-57261237_",8.68025345035044,8.22875382833656
"ctrl_seq342__chr12:4134728-4134898_",29.1035331833352,11.6072710958576
"ctrl_seq354__chr12:13902497-13902667_",13.8386406509635,7.33388770000101
"ctrl_seq359__chr12:30037968-30038138_",28.5924973687219,11.421105029408
"ctrl_seq35__chr1:23128273-23128443_",2.99100558868439,1.93488534466196
"ctrl_seq380__chr12:52257878-52258048_",2.19679999750902,1.70295107508785
"ctrl_seq403__chr12:97669198-97669368_",1.22306988406473,1.40560497071884
"ctrl_seq40__chr1:23885912-23886082_",4.55512442825119,3.10411191791068
"ctrl_seq45__chr1:27339474-27339644_",3.3039447278414,2.33636721371354
"ctrl_seq463__chr13:78427985-78428155_",35.2414996871308,4.10094543174849
"ctrl_seq467__chr13:96947610-96947780_",37.2065697087859,18.7718569836095
"ctrl_seq520__chr14:100029617-100029787_",5.28811087117156,4.9337481475893
"ctrl_seq534__chr15:35312720-35312890_",24.8466037547577,9.43348246055089
"ctrl_seq549__chr15:60289485-60289655_",11.7240322451542,5.12922607103024
"ctrl_seq551__chr15:60296239-60296409_",6.50922136251239,3.9787369912223
"ctrl_seq552__chr15:60298554-60298724_",7.57035606279006,5.09542248037065
"ctrl_seq580__chr15:89536311-89536481_",47.595782077863,39.814861069752
"ctrl_seq63__chr1:43432875-43433045_",1.43878603848331,1.39073423286445
"ctrl_seq651__chr16:87887325-87887495_",6.4978927079575,4.51320105114343
"ctrl_seq672__chr17:32906238-32906408_",1.69028478329172,1.46841514000351
"ctrl_seq688__chr17:46133154-46133324_",16.1632274898268,9.79435155339612
"ctrl_seq701__chr17:67410783-67410953_",3.94383759622499,2.60617818392442
"ctrl_seq776__chr19:3968792-3968962_",8.97994005480799,6.18264487210827
"ctrl_seq7__chr1:3713054-3713224_",15.6688574001292,12.1426119002595
"ctrl_seq802__chr19:48902022-48902192_",9.61762704676126,4.2778024595518
"ctrl_seq803__chr19:48903339-48903509_",2.66565048179374,1.8406445670108
"ctrl_seq80__chr1:68698122-68698292_",6.70992787702413,3.96948269039099
"ctrl_seq811__chr19:55727868-55728038_",13.4490173376613,9.49381194034872
"ctrl_seq813__chr2:152129-152299_",11.2262595643408,3.33672779130351
"ctrl_seq814__chr2:1629252-1629422_",12.9447873263818,11.6909167310457
"ctrl_seq823__chr2:8818942-8819112_",8.3470442733834,5.38120816060336
"ctrl_seq857__chr2:58767177-58767347_",42.3188669498139,21.2884760475036
"ctrl_seq895__chr2:145268285-145268455_",12.5198638359236,9.23120086066683
"ctrl_seq896__chr2:145281932-145282102_",9.62110297621281,5.43995315390612
"ctrl_seq928__chr2:198452085-198452255_",13.6838602035068,3.30173292503293
"ctrl_seq946__chr2:220430384-220430554_",20.3822485183258,14.4762336638031
"ctrl_seq978__chr20:25337329-25337499_",6.1234634420683,2.27089333657031
"ctrl_seq983__chr20:35857887-35858057_",6.52513246017249,5.45205754444851
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr10:38272135_38272383",0.811881297796048,1.12114443835752
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr10:54265294_54265524",1.39431534403517,1.66985410973938
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr10:91379962_91380158",1.02184239729268,1.15329471355863
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr10:9495783_9495978",1.28502534799219,1.27553695743714
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr11:10906150_10906334",0.8480418448397,1.103155691096
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr11:14706237_14706472",0.644983740204285,0.887379176941015
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr11:27157310_27157540",1.05934751500352,1.14921005881834
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr11:29126792_29126987",0.965233874705364,1.38674583221701
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr11:38111245_38111445",1.36767668004146,2.82471081547639
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr11:39515188_39515391",0.881798566666464,1.22415330340976
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr11:48349992_48350177",1.32843626622514,1.29002596972696
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr11:56595060_56595291",1.39621599162598,1.74182741136535
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr11:60053463_60053693",1.51165699604835,1.6194165859089
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr12:24012047_24012232",1.64565531592696,2.32342181521869
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr12:56836868_56837051",1.11965916771599,1.23464237807577
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr12:57276375_57276606",1.34933286680563,1.5777092005048
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr12:84840484_84840696",0.862523564905698,0.859136735806781
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr12:86804148_86804340",0.995268492864214,1.32005919125113
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr12:87849681_87849939",0.831159446930595,0.895364258831317
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr13:24514158_24514343",1.05756482581926,1.00549159384297
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr13:52884222_52884453",1.27325641491368,1.14937877130515
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr13:55999352_55999582",1.08548804735423,1.00321978558626
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr13:64001581_64001775",0.916629781849021,0.950473443802224
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr13:71873313_71873536",1.3944600277696,2.33876165127472
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr13:75757639_75757840",0.843074864280644,0.739316685600147
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr13:77684182_77684382",1.03415424309801,1.81582524657006
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr13:83182315_83182554",0.64464204515891,0.341310523987214
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr14:106499046_106499244",1.13318754819709,1.02189427679779
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr14:25813356_25813547",1.47212330641137,1.47508913939597
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr14:29976170_29976355",1.16367172622443,1.55673631282816
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr14:32122621_32122819",0.932729703070857,1.10582784702574
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr14:34751019_34751276",0.818301794423993,0.316201182456355
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr14:64278871_64279124",1.21558567449153,1.32106738045918
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr14:81145549_81145799",1.2500826751567,1.92583348848058
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr14:82004790_82004986",0.993612730891804,1.27279486693962
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr14:91289795_91290046",0.633912036221847,1.15525728251976
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr15:85707910_85708095",0.75935689089853,1.02875059985626
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr16:29794469_29794735",0.70471319088227,0.409239704792021
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr16:76371630_76371862",1.31361357491483,1.99666797655839
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr17:52204148_52204345",0.840946573006543,1.34261221078425
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr17:52342538_52342747",0.943666470357546,0.949296691601202
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr18:3003765_3004003",0.867507890410096,1.60282476130108
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr18:30158960_30159191",0.889707635970745,1.12325621662428
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr18:77923116_77923323",1.24300854139535,0.832350762934656
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr19:21531643_21531828",0.963169570975604,1.30593691425912
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr19:22144431_22144686",1.8487239965185,1.95376184611335
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr19:23531473_23531675",0.849039250450174,1.44409774941674
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr19:23832408_23832608",1.44660539018325,1.1812858144174
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr19:24379568_24379768",0.641689529476301,1.71946955477698
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr19:28435473_28435676",1.29612541647956,1.92234856756443
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr19:35060961_35061159",1.37860668941275,1.45611841065979
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr1:106901328_106901577",1.24396529870553,1.46423061255456
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr1:161588263_161588448",1.12402718323456,1.17183909202939
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr1:174378628_174378864",1.02666594701439,1.69632756610733
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr1:184752813_184753050",0.850744447725165,0.544880985646827
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr1:219431240_219431492",1.00801854708038,1.13310049648317
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr1:232235928_232236133",0.984901732302309,1.12391660852354
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr1:23550451_23550650",1.28544020706194,1.24972023491831
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr1:246857446_246857682",0.858398719393526,1.17567894325696
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr1:47366708_47366893",1.1222332476303,1.17227540866474
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr1:79696320_79696580",0.496395786058668,0.659660659934149
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr1:93945118_93945372",0.455611716926763,0.886571433984147
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr21:15168597_15168806",0.866167593987937,0.572963706511963
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr21:15621790_15621983",1.10746910212409,1.88982340574062
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr21:19468632_19468861",1.12319672123536,1.00210255462315
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr2:117227720_117227915",1.06741983239088,1.25400126788207
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr2:124376439_124376647",1.31603320360716,1.46784130153255
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr2:133762429_133762625",0.835000273367676,0.937383357757187
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr2:147727478_147727709",0.913466036532747,1.07468395978947
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr2:147780867_147781062",1.11068012460319,1.09014619509311
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr2:14831855_14832054",0.872655290880699,1.06901674080482
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr2:153020052_153020250",1.18497450580679,0.966436850227869
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr2:173390275_173390505",0.765879877621951,0.908194099547424
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr2:180753331_180753529",1.5483925895023,1.17910100216255
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr2:183141341_183141550",1.48796639390623,1.58207081734236
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr2:185871520_185871750",0.737204811765893,1.05858522896869
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr2:19815428_19815624",0.819006733000405,1.34536578171384
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr2:203598190_203598448",0.543399911396109,0.468936325167268
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr2:218426067_218426251",1.29154038867887,1.33121684747399
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr2:40017783_40017979",1.11621160083553,1.61121938623423
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr2:71671935_71672135",0.957175747612085,1.12589033154014
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr2:77342226_77342441",2.79072865413027,1.38814031970627
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr2:82036431_82036616",0.907336857769273,1.1674923237228
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr3:103282894_103283079",1.10784790412436,1.58747376228025
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr3:109302541_109302787",0.823812408202802,1.03265597893547
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr3:119835408_119835606",1.81963862440073,1.44695647861307
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr3:138205604_138205862",1.01427029451536,1.09204376824156
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr3:138264362_138264622",0.870177212055876,1.38334370267068
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr3:1628918_1629115",1.0649356105583,0.968403863578084
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr3:18491367_18491564",2.40325449841543,1.76223057873796
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr3:193131181_193131376",1.15807684373705,1.56530031685801
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr3:196260444_196260673",1.13917996779855,1.03966980558662
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr3:27092946_27093130",1.05862623628459,1.28775551218896
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr3:28582471_28582682",1.22446757553367,1.01420243164635
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr3:29435617_29435848",1.50518711953539,1.70498384988534
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr3:40067648_40067844",0.994773445989306,0.944255421096912
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr3:49178157_49178402",1.30642490542013,1.83579874870254
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr3:66948503_66948757",1.21806791876874,2.73139934635805
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr3:67981050_67981256",1.00535131064572,1.28453634694077
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr3:76365490_76365690",1.0517883650815,0.988146660325605
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr3:82670124_82670320",1.17504970446819,1.48009733258275
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr4:122389297_122389508",1.07589859862862,0.963085804837564
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr4:132417642_132417865",1.38043363898954,1.00043083023258
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr4:134199355_134199552",1.05938209448988,1.78922824045301
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr4:135940462_135940708",0.293182169462772,0.166089988931257
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr4:140559408_140559605",0.689884241020733,1.4906820261781
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr4:145509340_145509539",1.06659210485121,1.94814698658607
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr4:156812460_156812691",1.26012285420841,0.99808410706956
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr4:173891602_173891801",1.17315981160685,0.856404252903887
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr4:18972591_18972775",0.914183431570156,1.13237247984851
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr4:19004066_19004297",0.989151740816783,1.03499443250111
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr4:28633323_28633548",0.96647484505455,1.62193345732661
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr4:44193379_44193577",1.83144772651708,2.12993029093603
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr4:59977138_59977335",7.36929271528647,1.85180877679607
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr4:73733494_73733694",0.588544858791764,0.763594546041536
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr4:78867315_78867498",1.08191048902656,1.17202238905731
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr5:118187676_118187934",1.41369849298838,1.46182773158893
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr5:13073232_13073490",1.76504261622721,0.682804125058489
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr5:150746930_150747127",0.874955583623058,1.08642350928925
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr5:155517816_155518001",0.727329332048516,0.880139385543082
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr5:163754379_163754609",0.934571277313036,0.828378704999587
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr5:166120021_166120260",0.789858904705229,1.03008041659573
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr5:180255702_180255958",0.900231144639377,1.67296705877287
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr5:63992201_63992455",0.719848064791955,0.837411394309724
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr5:90953555_90953813",4.74713374991987,1.42802991601296
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr6:115814854_115815036",0.657915143616398,0.990782581581814
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr6:120246278_120246530",1.60263830744594,0.493845103601915
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr6:148987171_148987363",1.11184832714716,1.23570074140098
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr6:169755378_169755616",0.548247163274533,0.55642493442766
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr6:33120187_33120380",1.52414290639541,1.64949165596263
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr6:46809963_46810145",1.25794404368984,1.32409717638641
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr6:62000540_62000734",0.957943310777197,1.32345806402828
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr6:89679391_89679606",1.1637449403967,1.58378175497852
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr7:108822772_108822990",0.939853453720628,1.01739397643555
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr7:119750091_119750341",1.74120871601418,1.07921671057486
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr7:127920691_127920949",0.961954617923474,1.07425808133105
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr7:157966389_157966621",0.892524897076921,1.08655053400762
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr7:17498739_17498952",0.947336412950501,1.49222620792492
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr7:52821946_52822160",0.972813144488723,1.178657841748
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr7:53153804_53154034",1.35091520700469,0.672504536616675
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr7:63493601_63493797",1.58267892880919,2.60555575755791
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr7:79431252_79431503",1.39347323329047,1.33582269755694
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr7:89213547_89213779",0.947305659289227,1.44972117299752
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr7:90467721_90467944",0.744367576204061,1.76725635650532
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr8:104639363_104639576",1.59655120181618,1.20358723375318
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr8:136942378_136942615",0.581788166680247,1.24912348303528
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr8:137724226_137724461",1.45715320657533,1.29168326625792
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr8:36394477_36394661",1.40056216830276,1.67168273721046
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr8:38669280_38669523",1.66228344897421,0.436795315922191
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr8:54450922_54451150",0.969523550353448,0.878656330285109
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr8:63964519_63964746",0.949980370452462,0.840097105242101
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr8:79382791_79382979",1.57889560122205,1.74762515924674
"hg19_MER11A_F1_260bp_371_630.frameSeq_chr8:84843240_84843493",0.442183234059817,0.247333595748892
